"Name deutsch","Name englisch","URL der Einrichtung","Einrichtungsart","DFG Instituts ID","GRID ID","span"
"Hochschule Heilbronn (HHN)","Heilbronn University of Applied Sciences","www.hs-heilbronn.de/","Weitere HS/FS",10073,"grid.461673.1","Bildungscampus"
"Hochschule Heilbronn (HHN)","Heilbronn University of Applied Sciences","www.hs-heilbronn.de/","Weitere HS/FS",10073,"grid.461673.1","Campus Schwäbisch Hall"
"Hochschule Heilbronn (HHN)","Heilbronn University of Applied Sciences","www.hs-heilbronn.de/","Weitere HS/FS",10073,"grid.461673.1","Campus Sontheim"
"Hochschule Heilbronn (HHN)","Heilbronn University of Applied Sciences","www.hs-heilbronn.de/","Weitere HS/FS",10073,"grid.461673.1","Interdisziplinäres Zentrum für Maschinelles Lernen (ZML)"
"Hochschule Heilbronn (HHN)","Heilbronn University of Applied Sciences","www.hs-heilbronn.de/","Weitere HS/FS",10073,"grid.461673.1","Standort Künzelsau"
"Hochschule Heilbronn (HHN)","Heilbronn University of Applied Sciences","www.hs-heilbronn.de/","Weitere HS/FS",10073,"grid.461673.1","Usability and Interaction Technology Laboratory (UniTyLab)"
"Hochschule Hof","Hof University of Applied Sciences","www.hof-university.de","Weitere HS/FS",13066,"grid.449753.8","Institut für Informationssysteme (iisys)"
"Hochschule Hof","Hof University of Applied Sciences","www.hof-university.de","Weitere HS/FS",13066,"grid.449753.8","Institut für Materialwissenschaften (ifm)"
"Hochschule Hof","Hof University of Applied Sciences","www.hof-university.de","Weitere HS/FS",13066,"grid.449753.8","Institut für Wasser- und Energiemanagement (iwe)"
"Hochschule Hof","Hof University of Applied Sciences","www.hof-university.de","Weitere HS/FS",13066,"grid.449753.8","Institut für angewandte Biopolymerforschung (ibp)"
"Hochschule Kaiserslautern","Hochschule Kaiserslautern University of Applied Sciences","www.hs-kl.de","Weitere HS/FS",10330,"grid.42283.3f",
"Hochschule Kaiserslautern","Hochschule Kaiserslautern University of Applied Sciences","www.hs-kl.de","Weitere HS/FS",10330,"grid.42283.3f","Standort Kaiserslautern"
"Hochschule Kaiserslautern","Hochschule Kaiserslautern University of Applied Sciences","www.hs-kl.de","Weitere HS/FS",10330,"grid.42283.3f","Standort Pirmasens"
"Hochschule Kaiserslautern","Hochschule Kaiserslautern University of Applied Sciences","www.hs-kl.de","Weitere HS/FS",10330,"grid.42283.3f","Standort Zweibrücken"
"Hochschule Karlsruhe - Technik und Wirtschaft (HsKA)","Karlsruhe University of Applied Sciences","www.hs-karlsruhe.de","Weitere HS/FS",10075,"grid.434954.b","Fakultät für Architektur und Bauwesen"
"Hochschule Karlsruhe - Technik und Wirtschaft (HsKA)","Karlsruhe University of Applied Sciences","www.hs-karlsruhe.de","Weitere HS/FS",10075,"grid.434954.b","Fakultät für Elektro- und Informationstechnik"
"Hochschule Karlsruhe - Technik und Wirtschaft (HsKA)","Karlsruhe University of Applied Sciences","www.hs-karlsruhe.de","Weitere HS/FS",10075,"grid.434954.b","Fakultät für Informatik und Wirtschaftsinformatik"
"Hochschule Karlsruhe - Technik und Wirtschaft (HsKA)","Karlsruhe University of Applied Sciences","www.hs-karlsruhe.de","Weitere HS/FS",10075,"grid.434954.b","Fakultät für Informationsmanagement und Medien"
"Hochschule Karlsruhe - Technik und Wirtschaft (HsKA)","Karlsruhe University of Applied Sciences","www.hs-karlsruhe.de","Weitere HS/FS",10075,"grid.434954.b","Fakultät für Maschinenbau und Mechatronik"
"Hochschule Karlsruhe - Technik und Wirtschaft (HsKA)","Karlsruhe University of Applied Sciences","www.hs-karlsruhe.de","Weitere HS/FS",10075,"grid.434954.b","Fakultät für Wirtschaftswissenschaften"
"Hochschule Karlsruhe - Technik und Wirtschaft (HsKA)","Karlsruhe University of Applied Sciences","www.hs-karlsruhe.de","Weitere HS/FS",10075,"grid.434954.b","Institut für Angewandte Forschung"
"Hochschule Karlsruhe - Technik und Wirtschaft (HsKA)","Karlsruhe University of Applied Sciences","www.hs-karlsruhe.de","Weitere HS/FS",10075,"grid.434954.b","Institut für Digitale Materialforschung (IDM)"
"Hochschule Karlsruhe - Technik und Wirtschaft (HsKA)","Karlsruhe University of Applied Sciences","www.hs-karlsruhe.de","Weitere HS/FS",10075,"grid.434954.b","Institut für Fremdsprachen"
"Hochschule Karlsruhe - Technik und Wirtschaft (HsKA)","Karlsruhe University of Applied Sciences","www.hs-karlsruhe.de","Weitere HS/FS",10075,"grid.434954.b","Institut für Lernen und Innovation in Netzwerken (ILIN)"
"Hochschule Karlsruhe - Technik und Wirtschaft (HsKA)","Karlsruhe University of Applied Sciences","www.hs-karlsruhe.de","Weitere HS/FS",10075,"grid.434954.b","Institute of Materials and Processes (IMP)"
"Hochschule Karlsruhe - Technik und Wirtschaft (HsKA)","Karlsruhe University of Applied Sciences","www.hs-karlsruhe.de","Weitere HS/FS",10075,"grid.434954.b","Versuchsanstalt für Wasserbau (VAW)"
"Hochschule Karlsruhe - Technik und Wirtschaft (HsKA)","Karlsruhe University of Applied Sciences","www.hs-karlsruhe.de","Weitere HS/FS",10075,"grid.434954.b","Öffentliche Baustoffprüfstelle"
"Hochschule Koblenz","Koblenz University of Applied Sciences","www.hs-koblenz.de/home/","Weitere HS/FS",29880,"grid.440950.c",
"Hochschule Koblenz","Koblenz University of Applied Sciences","www.hs-koblenz.de/home/","Weitere HS/FS",29880,"grid.440950.c","RheinAhrCampus"
"Hochschule Koblenz","Koblenz University of Applied Sciences","www.hs-koblenz.de/home/","Weitere HS/FS",29880,"grid.440950.c","RheinMoselCampus"
"Hochschule Koblenz","Koblenz University of Applied Sciences","www.hs-koblenz.de/home/","Weitere HS/FS",29880,"grid.440950.c","WesterWaldCampus"
"Hochschule Konstanz Technik, Wirtschaft und Gestaltung (HTWG)","Konstanz University of Applied Sciences","www.htwg-konstanz.de/","Weitere HS/FS",10076,"grid.454352.1","Fakultät Architektur und Gestaltung"
"Hochschule Konstanz Technik, Wirtschaft und Gestaltung (HTWG)","Konstanz University of Applied Sciences","www.htwg-konstanz.de/","Weitere HS/FS",10076,"grid.454352.1","Fakultät Bauingenieurwesen"
"Hochschule Konstanz Technik, Wirtschaft und Gestaltung (HTWG)","Konstanz University of Applied Sciences","www.htwg-konstanz.de/","Weitere HS/FS",10076,"grid.454352.1","Fakultät Elektro- und Informationstechnik"
"Hochschule Konstanz Technik, Wirtschaft und Gestaltung (HTWG)","Konstanz University of Applied Sciences","www.htwg-konstanz.de/","Weitere HS/FS",10076,"grid.454352.1","Fakultät Informatik"
"Hochschule Konstanz Technik, Wirtschaft und Gestaltung (HTWG)","Konstanz University of Applied Sciences","www.htwg-konstanz.de/","Weitere HS/FS",10076,"grid.454352.1","Fakultät Maschinenbau"
"Hochschule Konstanz Technik, Wirtschaft und Gestaltung (HTWG)","Konstanz University of Applied Sciences","www.htwg-konstanz.de/","Weitere HS/FS",10076,"grid.454352.1","Fakultät Wirtschafts-, Kultur- und Rechtswissenschaften"
"Hochschule Konstanz Technik, Wirtschaft und Gestaltung (HTWG)","Konstanz University of Applied Sciences","www.htwg-konstanz.de/","Weitere HS/FS",10076,"grid.454352.1","Institut für Angewandte Forschung - IAF"
"Hochschule Konstanz Technik, Wirtschaft und Gestaltung (HTWG)","Konstanz University of Applied Sciences","www.htwg-konstanz.de/","Weitere HS/FS",10076,"grid.454352.1","Institut für Optische Systeme (IOS)"
"Hochschule Konstanz Technik, Wirtschaft und Gestaltung (HTWG)","Konstanz University of Applied Sciences","www.htwg-konstanz.de/","Weitere HS/FS",10076,"grid.454352.1","Institut für Systemdynamik (ISD)"
"Hochschule Konstanz Technik, Wirtschaft und Gestaltung (HTWG)","Konstanz University of Applied Sciences","www.htwg-konstanz.de/","Weitere HS/FS",10076,"grid.454352.1","Institut für professionelles Schreiben"
"Hochschule Konstanz Technik, Wirtschaft und Gestaltung (HTWG)","Konstanz University of Applied Sciences","www.htwg-konstanz.de/","Weitere HS/FS",10076,"grid.454352.1","Konstanz Institut für Corporate Governance - KICG"
"Hochschule Konstanz Technik, Wirtschaft und Gestaltung (HTWG)","Konstanz University of Applied Sciences","www.htwg-konstanz.de/","Weitere HS/FS",10076,"grid.454352.1","Theater der HTWG - Eventproduktion"
"Hochschule Macromedia","Macromedia University","www.macromedia.de","Weitere HS/FS",182563687,"grid.465971.8",
"Hochschule Macromedia","Macromedia University","www.macromedia.de","Weitere HS/FS",182563687,"grid.465971.8","Standort Berlin"
"Hochschule Macromedia","Macromedia University","www.macromedia.de","Weitere HS/FS",182563687,"grid.465971.8","Standort Freiburg"
"Hochschule Macromedia","Macromedia University","www.macromedia.de","Weitere HS/FS",182563687,"grid.465971.8","Standort Hamburg"
"Hochschule Macromedia","Macromedia University","www.macromedia.de","Weitere HS/FS",182563687,"grid.465971.8","Standort Köln"
"Hochschule Macromedia","Macromedia University","www.macromedia.de","Weitere HS/FS",182563687,"grid.465971.8","Standort Stuttgart"
"Hochschule Magdeburg-Stendal","Magdeburg-Stendal University of Applied Sciences","www.hs-magdeburg.de","Weitere HS/FS",10402,"grid.440962.d",
"Hochschule Magdeburg-Stendal","Magdeburg-Stendal University of Applied Sciences","www.hs-magdeburg.de","Weitere HS/FS",10402,"grid.440962.d","Standort Magdeburg"
"Hochschule Magdeburg-Stendal","Magdeburg-Stendal University of Applied Sciences","www.hs-magdeburg.de","Weitere HS/FS",10402,"grid.440962.d","Standort Stendal"
"Hochschule Mainz","Mainz University of Applied Sciences","www.hs-mainz.de/","Weitere HS/FS",10542,"grid.465974.d",
"Hochschule Mainz","Mainz University of Applied Sciences","www.hs-mainz.de/","Weitere HS/FS",10542,"grid.465974.d","Fachbereich Gestaltung"
"Hochschule Mainz","Mainz University of Applied Sciences","www.hs-mainz.de/","Weitere HS/FS",10542,"grid.465974.d","Fachbereich Technik"
"Hochschule Mainz","Mainz University of Applied Sciences","www.hs-mainz.de/","Weitere HS/FS",10542,"grid.465974.d","Fachbereich Wirtschaft"
"Hochschule Mannheim","Mannheim University of Applied Sciences","www.hs-mannheim.de","Weitere HS/FS",13051,"grid.440963.c","Fakultät für Biotechnologie"
"Hochschule Mannheim","Mannheim University of Applied Sciences","www.hs-mannheim.de","Weitere HS/FS",13051,"grid.440963.c","Fakultät für Elektrotechnik"
"Hochschule Mannheim","Mannheim University of Applied Sciences","www.hs-mannheim.de","Weitere HS/FS",13051,"grid.440963.c","Fakultät für Gestaltung"
"Hochschule Mannheim","Mannheim University of Applied Sciences","www.hs-mannheim.de","Weitere HS/FS",13051,"grid.440963.c","Fakultät für Informatik"
"Hochschule Mannheim","Mannheim University of Applied Sciences","www.hs-mannheim.de","Weitere HS/FS",13051,"grid.440963.c","Fakultät für Informationstechnik"
"Hochschule Mannheim","Mannheim University of Applied Sciences","www.hs-mannheim.de","Weitere HS/FS",13051,"grid.440963.c","Fakultät für Maschinenbau"
"Hochschule Mannheim","Mannheim University of Applied Sciences","www.hs-mannheim.de","Weitere HS/FS",13051,"grid.440963.c","Fakultät für Sozialwesen"
"Hochschule Mannheim","Mannheim University of Applied Sciences","www.hs-mannheim.de","Weitere HS/FS",13051,"grid.440963.c","Fakultät für Verfahrens- und Chemietechnik"
"Hochschule Mannheim","Mannheim University of Applied Sciences","www.hs-mannheim.de","Weitere HS/FS",13051,"grid.440963.c","Fakultät für Wirtschaftsingenieurwesen"
"Hochschule Mannheim","Mannheim University of Applied Sciences","www.hs-mannheim.de","Weitere HS/FS",13051,"grid.440963.c","Institut für Naturwissenschaftliche Grundlagen"
"Hochschule Merseburg","Merseburg University of Applied Sciences","www.hs-merseburg.de","Weitere HS/FS",10408,"grid.449036.c","Bibliothek"
"Hochschule Merseburg","Merseburg University of Applied Sciences","www.hs-merseburg.de","Weitere HS/FS",10408,"grid.449036.c","Fachbereich Ingenieur- und Naturwissenschaften (INW)"
"Hochschule Merseburg","Merseburg University of Applied Sciences","www.hs-merseburg.de","Weitere HS/FS",10408,"grid.449036.c","Fachbereich Soziale Arbeit, Medien, Kultur (SMK)"
"Hochschule Merseburg","Merseburg University of Applied Sciences","www.hs-merseburg.de","Weitere HS/FS",10408,"grid.449036.c","Fachbereich Wirtschafts- und Informationswissenschaften"
"Hochschule Mittweida, University of Applied Sciences","Mittweida University of Applied Sciences","www.hs-mittweida.de","Weitere HS/FS",10640,"grid.452873.f","Fakultät Angewandte Computer- und Biowissenschaften"
"Hochschule Mittweida, University of Applied Sciences","Mittweida University of Applied Sciences","www.hs-mittweida.de","Weitere HS/FS",10640,"grid.452873.f","Fakultät Ingenieurwissenschaften"
"Hochschule Mittweida, University of Applied Sciences","Mittweida University of Applied Sciences","www.hs-mittweida.de","Weitere HS/FS",10640,"grid.452873.f","Fakultät Medien"
"Hochschule Mittweida, University of Applied Sciences","Mittweida University of Applied Sciences","www.hs-mittweida.de","Weitere HS/FS",10640,"grid.452873.f","Fakultät Soziale Arbeit"
"Hochschule Mittweida, University of Applied Sciences","Mittweida University of Applied Sciences","www.hs-mittweida.de","Weitere HS/FS",10640,"grid.452873.f","Fakultät Wirtschaftsingenieurwesen"
"Hochschule Mittweida, University of Applied Sciences","Mittweida University of Applied Sciences","www.hs-mittweida.de","Weitere HS/FS",10640,"grid.452873.f","Hochschulbibliothek"
"Hochschule Mittweida, University of Applied Sciences","Mittweida University of Applied Sciences","www.hs-mittweida.de","Weitere HS/FS",10640,"grid.452873.f","Laserinstitut"
"Hochschule Neu-Ulm","Neu-Ulm University of Applied Sciences","www.hs-neu-ulm.de/","Weitere HS/FS",29555,"grid.466058.9",
"Hochschule Neu-Ulm","Neu-Ulm University of Applied Sciences","www.hs-neu-ulm.de/","Weitere HS/FS",29555,"grid.466058.9","Fakultät Gesundheitsmanagement"
"Hochschule Neu-Ulm","Neu-Ulm University of Applied Sciences","www.hs-neu-ulm.de/","Weitere HS/FS",29555,"grid.466058.9","Fakultät Informationsmanagement"
"Hochschule Neu-Ulm","Neu-Ulm University of Applied Sciences","www.hs-neu-ulm.de/","Weitere HS/FS",29555,"grid.466058.9","Fakultät Wirtschaftswissenschaften"
"Hochschule Neubrandenburg","Neubrandenburg University of Applied Sciences","www.hs-nb.de","Weitere HS/FS",10381,"grid.461681.c","Fachbereich Agrarwirtschaft und Lebensmittelwissenschaften"
"Hochschule Neubrandenburg","Neubrandenburg University of Applied Sciences","www.hs-nb.de","Weitere HS/FS",10381,"grid.461681.c","Fachbereich Gesundheit, Pflege, Management"
"Hochschule Neubrandenburg","Neubrandenburg University of Applied Sciences","www.hs-nb.de","Weitere HS/FS",10381,"grid.461681.c","Fachbereich Landschaftswissenschaften und Geomatik"
"Hochschule Neubrandenburg","Neubrandenburg University of Applied Sciences","www.hs-nb.de","Weitere HS/FS",10381,"grid.461681.c","Fachbereich Soziale Arbeit, Bildung und Erziehung"
"Hochschule Neubrandenburg","Neubrandenburg University of Applied Sciences","www.hs-nb.de","Weitere HS/FS",10381,"grid.461681.c","Hochschulbibliothek"
"Hochschule Niederrhein","Niederrhein University of Applied Sciences","www.hs-niederrhein.de","Weitere HS/FS",10303,,
"Hochschule Niederrhein","Niederrhein University of Applied Sciences","www.hs-niederrhein.de","Weitere HS/FS",10303,,"Standort Krefeld"
"Hochschule Niederrhein","Niederrhein University of Applied Sciences","www.hs-niederrhein.de","Weitere HS/FS",10303,,"Standort Mönchengladbach"
"Hochschule Nordhausen","Nordhausen University of Applied Sciences","www.hs-nordhausen.de/","Weitere HS/FS",29556,"grid.449517.a","AUGUST-KRAMER-INSTITUT"
"Hochschule Nordhausen","Nordhausen University of Applied Sciences","www.hs-nordhausen.de/","Weitere HS/FS",29556,"grid.449517.a","Fachbereich Ingenieurwissenschaften"
"Hochschule Nordhausen","Nordhausen University of Applied Sciences","www.hs-nordhausen.de/","Weitere HS/FS",29556,"grid.449517.a","Fachbereich Wirtschafts- und Sozialwissenschaften"
"Hochschule Nordhausen","Nordhausen University of Applied Sciences","www.hs-nordhausen.de/","Weitere HS/FS",29556,"grid.449517.a","Institut für Regenerative Energietechnik"
"Hochschule Offenburg","Offenburg University","www.hs-offenburg.de","Weitere HS/FS",13075,"grid.440974.a",
"Hochschule Offenburg","Offenburg University","www.hs-offenburg.de","Weitere HS/FS",13075,"grid.440974.a","Campus Offenburg - Nord"
"Hochschule Offenburg","Offenburg University","www.hs-offenburg.de","Weitere HS/FS",13075,"grid.440974.a","Standort Gengenbach"
"Hochschule Offenburg","Offenburg University","www.hs-offenburg.de","Weitere HS/FS",13075,"grid.440974.a","Standort Offenburg"
"Hochschule Osnabrück","Osnabrück University of Applied Sciences","www.hs-osnabrueck.de","Weitere HS/FS",10255,"grid.434095.f",
"Hochschule Osnabrück","Osnabrück University of Applied Sciences","www.hs-osnabrueck.de","Weitere HS/FS",10255,"grid.434095.f","Standort Lingen"
"Hochschule Osnabrück","Osnabrück University of Applied Sciences","www.hs-osnabrueck.de","Weitere HS/FS",10255,"grid.434095.f","Standort Osnabrück"
"Hochschule Pforzheim - Gestaltung, Technik, Wirtschaft und Recht","Pforzheim University","www.hs-pforzheim.de/","Weitere HS/FS",13076,"grid.449261.c","Fakultät für Gestaltung"
"Hochschule Pforzheim - Gestaltung, Technik, Wirtschaft und Recht","Pforzheim University","www.hs-pforzheim.de/","Weitere HS/FS",13076,"grid.449261.c","Fakultät für Technik"
"Hochschule Pforzheim - Gestaltung, Technik, Wirtschaft und Recht","Pforzheim University","www.hs-pforzheim.de/","Weitere HS/FS",13076,"grid.449261.c","Fakultät für Wirtschaft und Recht"
"Hochschule Pforzheim - Gestaltung, Technik, Wirtschaft und Recht","Pforzheim University","www.hs-pforzheim.de/","Weitere HS/FS",13076,"grid.449261.c","Graduate School"
"Hochschule Ravensburg-Weingarten","Ravensburg-Weingarten University of Applied Sciences","www.hs-weingarten.de/","Weitere HS/FS",13077,"grid.449767.f","Fakultät Elektrotechnik und Informatik"
"Hochschule Ravensburg-Weingarten","Ravensburg-Weingarten University of Applied Sciences","www.hs-weingarten.de/","Weitere HS/FS",13077,"grid.449767.f","Fakultät Maschinenbau"
"Hochschule Ravensburg-Weingarten","Ravensburg-Weingarten University of Applied Sciences","www.hs-weingarten.de/","Weitere HS/FS",13077,"grid.449767.f","Fakultät Soziale Arbeit, Gesundheit und Pflege"
"Hochschule Ravensburg-Weingarten","Ravensburg-Weingarten University of Applied Sciences","www.hs-weingarten.de/","Weitere HS/FS",13077,"grid.449767.f","Fakultät Technologie und Management"
"Hochschule Reutlingen","Reutlingen University","www.reutlingen-university.de/home/","Weitere HS/FS",10609,"grid.434088.3","ESB Business School"
"Hochschule Reutlingen","Reutlingen University","www.reutlingen-university.de/home/","Weitere HS/FS",10609,"grid.434088.3","Fakultät Angewandte Chemie"
"Hochschule Reutlingen","Reutlingen University","www.reutlingen-university.de/home/","Weitere HS/FS",10609,"grid.434088.3","Fakultät Informatik"
"Hochschule Reutlingen","Reutlingen University","www.reutlingen-university.de/home/","Weitere HS/FS",10609,"grid.434088.3","Fakultät Technik"
"Hochschule Reutlingen","Reutlingen University","www.reutlingen-university.de/home/","Weitere HS/FS",10609,"grid.434088.3","Fakultät Textil und Design"
"Hochschule Reutlingen","Reutlingen University","www.reutlingen-university.de/home/","Weitere HS/FS",10609,"grid.434088.3","Reutlingen Research Institute (RRI)"
"Hochschule Rhein-Waal","Rhine-Waal University of Applied Sciences","www.hochschule-rhein-waal.de","Weitere HS/FS",189611034,"grid.449481.4","Fakultät Gesellschaft und Ökonomie"
"Hochschule Rhein-Waal","Rhine-Waal University of Applied Sciences","www.hochschule-rhein-waal.de","Weitere HS/FS",189611034,"grid.449481.4","Fakultät Kommunikation und Umwelt"
"Hochschule Rhein-Waal","Rhine-Waal University of Applied Sciences","www.hochschule-rhein-waal.de","Weitere HS/FS",189611034,"grid.449481.4","Fakultät Life Sciences"
"Hochschule Rhein-Waal","Rhine-Waal University of Applied Sciences","www.hochschule-rhein-waal.de","Weitere HS/FS",189611034,"grid.449481.4","Fakultät Technologie und Bionik"
"Hochschule RheinMain","RheinMain University of Applied Sciences","www.hs-rm.de","Weitere HS/FS",10799,"grid.449475.f","Fachbereich Architektur und Bauingenieurwesen"
"Hochschule RheinMain","RheinMain University of Applied Sciences","www.hs-rm.de","Weitere HS/FS",10799,"grid.449475.f","Fachbereich Design Informatik Medien"
"Hochschule RheinMain","RheinMain University of Applied Sciences","www.hs-rm.de","Weitere HS/FS",10799,"grid.449475.f","Fachbereich Sozialwesen"
"Hochschule RheinMain","RheinMain University of Applied Sciences","www.hs-rm.de","Weitere HS/FS",10799,"grid.449475.f","Fachbereich Wiesbaden Business School"
"Hochschule RheinMain","RheinMain University of Applied Sciences","www.hs-rm.de","Weitere HS/FS",10799,"grid.449475.f","Hochschul- und Landesbibliothek RheinMain"
"Hochschule RheinMain","RheinMain University of Applied Sciences","www.hs-rm.de","Weitere HS/FS",10799,"grid.449475.f","Standort Rüsselsheim"
"Hochschule Ruhr West (HRW)","Ruhr West University of Applied Sciences","www.hochschule-ruhr-west.de","Weitere HS/FS",197934735,"grid.454318.f","Campus Bottrop"
"Hochschule Ruhr West (HRW)","Ruhr West University of Applied Sciences","www.hochschule-ruhr-west.de","Weitere HS/FS",197934735,"grid.454318.f","Campus Mülheim an der Ruhr"
"Hochschule Ruhr West (HRW)","Ruhr West University of Applied Sciences","www.hochschule-ruhr-west.de","Weitere HS/FS",197934735,"grid.454318.f","Fachbereich 1"
"Hochschule Ruhr West (HRW)","Ruhr West University of Applied Sciences","www.hochschule-ruhr-west.de","Weitere HS/FS",197934735,"grid.454318.f","Fachbereich 2"
"Hochschule Ruhr West (HRW)","Ruhr West University of Applied Sciences","www.hochschule-ruhr-west.de","Weitere HS/FS",197934735,"grid.454318.f","Fachbereich 3"
"Hochschule Ruhr West (HRW)","Ruhr West University of Applied Sciences","www.hochschule-ruhr-west.de","Weitere HS/FS",197934735,"grid.454318.f","Fachbereich 4"
"Hochschule Schmalkalden","Schmalkalden University of Applied Sciences","www.hs-schmalkalden.de","Weitere HS/FS",10412,"grid.440965.a","Cellarius Bibliothek"
"Hochschule Schmalkalden","Schmalkalden University of Applied Sciences","www.hs-schmalkalden.de","Weitere HS/FS",10412,"grid.440965.a","Fakultät Elektrotechnik"
"Hochschule Schmalkalden","Schmalkalden University of Applied Sciences","www.hs-schmalkalden.de","Weitere HS/FS",10412,"grid.440965.a","Fakultät Informatik"
"Hochschule Schmalkalden","Schmalkalden University of Applied Sciences","www.hs-schmalkalden.de","Weitere HS/FS",10412,"grid.440965.a","Fakultät Maschinenbau"
"Hochschule Schmalkalden","Schmalkalden University of Applied Sciences","www.hs-schmalkalden.de","Weitere HS/FS",10412,"grid.440965.a","Fakultät Wirtschaftsrecht"
"Hochschule Schmalkalden","Schmalkalden University of Applied Sciences","www.hs-schmalkalden.de","Weitere HS/FS",10412,"grid.440965.a","Fakultät Wirtschaftswissenschaften"
"Hochschule Stralsund","Stralsund University of Applied Sciences","www.hochschule-stralsund.de/","Weitere HS/FS",10386,"grid.454249.a","Fakultät für Elektrotechnik und Informatik"
"Hochschule Stralsund","Stralsund University of Applied Sciences","www.hochschule-stralsund.de/","Weitere HS/FS",10386,"grid.454249.a","Fakultät für Maschinenbau"
"Hochschule Stralsund","Stralsund University of Applied Sciences","www.hochschule-stralsund.de/","Weitere HS/FS",10386,"grid.454249.a","Fakultät für Wirtschaft"
"Hochschule Stralsund","Stralsund University of Applied Sciences","www.hochschule-stralsund.de/","Weitere HS/FS",10386,"grid.454249.a","Institut für Regenerative EnergieSysteme (IRES)"
"Hochschule Trier","Trier University of Applied Sciences","www.hochschule-trier.de/","Weitere HS/FS",10638,"grid.434099.3",
"Hochschule Trier","Trier University of Applied Sciences","www.hochschule-trier.de/","Weitere HS/FS",10638,"grid.434099.3","Standort Trier"
"Hochschule Trier","Trier University of Applied Sciences","www.hochschule-trier.de/","Weitere HS/FS",10638,"grid.434099.3","Umwelt-Campus Birkenfeld"
"Hochschule Weihenstephan-Triesdorf","University of Applied Sciences Weihenstephan-Triesdorf","www.hswt.de/","Weitere HS/FS",10131,"grid.4819.4","Standort Straubing"
"Hochschule Weihenstephan-Triesdorf","University of Applied Sciences Weihenstephan-Triesdorf","www.hswt.de/","Weitere HS/FS",10131,"grid.4819.4","Standort Triesdorf"
"Hochschule Weihenstephan-Triesdorf","University of Applied Sciences Weihenstephan-Triesdorf","www.hswt.de/","Weitere HS/FS",10131,"grid.4819.4","Studienort Freising"
"Hochschule Weihenstephan-Triesdorf","University of Applied Sciences Weihenstephan-Triesdorf","www.hswt.de/","Weitere HS/FS",10131,"grid.4819.4","Zentralbibliothek"
"Hochschule Weserbergland","University of Applied Sciences Weserbergland (HSW)","www.hsw-hameln.de/","Weitere HS/FS",195374963,"grid.466364.5",
"Hochschule Wismar, University of Applied Sciences: Technology, Business and Design","Hochschule Wismar, University of Applied Sciences, Technology, Business and Design","www.hs-wismar.de","Weitere HS/FS",10347,"grid.424707.2","Fakultät Gestaltung"
"Hochschule Wismar, University of Applied Sciences: Technology, Business and Design","Hochschule Wismar, University of Applied Sciences, Technology, Business and Design","www.hs-wismar.de","Weitere HS/FS",10347,"grid.424707.2","Fakultät für Ingenieurwissenschaften"
"Hochschule Wismar, University of Applied Sciences: Technology, Business and Design","Hochschule Wismar, University of Applied Sciences, Technology, Business and Design","www.hs-wismar.de","Weitere HS/FS",10347,"grid.424707.2","Fakultät für Wirtschaftswissenschaften"
"Hochschule Wismar, University of Applied Sciences: Technology, Business and Design","Hochschule Wismar, University of Applied Sciences, Technology, Business and Design","www.hs-wismar.de","Weitere HS/FS",10347,"grid.424707.2","Hochschulbibliothek"
"Hochschule Wismar, University of Applied Sciences: Technology, Business and Design","Hochschule Wismar, University of Applied Sciences, Technology, Business and Design","www.hs-wismar.de","Weitere HS/FS",10347,"grid.424707.2","Institut für Oberflächen- und Dünnschichttechnik (IfOD)"
"Hochschule Wismar, University of Applied Sciences: Technology, Business and Design","Hochschule Wismar, University of Applied Sciences, Technology, Business and Design","www.hs-wismar.de","Weitere HS/FS",10347,"grid.424707.2","Kompetenzzentrum Bau Mecklenburg-Vorpommern"
"Hochschule Worms","Worms University of Applied Sciences","www.hs-worms.de/","Weitere HS/FS",10329,"grid.440515.1","Fachbereich Informatik"
"Hochschule Worms","Worms University of Applied Sciences","www.hs-worms.de/","Weitere HS/FS",10329,"grid.440515.1","Fachbereich Touristik/Verkehrswesen"
"Hochschule Worms","Worms University of Applied Sciences","www.hs-worms.de/","Weitere HS/FS",10329,"grid.440515.1","Fachbereich Wirtschaftswissenschaften"
"Hochschule Zittau/Görlitz","University of Applied Sciences Zittau/Görlitz","www.hszg.de","Weitere HS/FS",10494,"grid.440523.4","Fakultät Elektrotechnik- und Informatik"
"Hochschule Zittau/Görlitz","University of Applied Sciences Zittau/Görlitz","www.hszg.de","Weitere HS/FS",10494,"grid.440523.4","Fakultät Management- und Kulturwissenschaften"
"Hochschule Zittau/Görlitz","University of Applied Sciences Zittau/Görlitz","www.hszg.de","Weitere HS/FS",10494,"grid.440523.4","Fakultät Maschinenwesen"
"Hochschule Zittau/Görlitz","University of Applied Sciences Zittau/Görlitz","www.hszg.de","Weitere HS/FS",10494,"grid.440523.4","Fakultät Natur- und Umweltwissenschaften"
"Hochschule Zittau/Görlitz","University of Applied Sciences Zittau/Görlitz","www.hszg.de","Weitere HS/FS",10494,"grid.440523.4","Fakultät Sozialwissenschaften"
"Hochschule Zittau/Görlitz","University of Applied Sciences Zittau/Görlitz","www.hszg.de","Weitere HS/FS",10494,"grid.440523.4","Fakultät Wirtschaftswissenschaften und Wirtschaftsingenieurwesen (F-W)"
"Hochschule Zittau/Görlitz","University of Applied Sciences Zittau/Görlitz","www.hszg.de","Weitere HS/FS",10494,"grid.440523.4","Hochschulbibliothek"
