"Name deutsch","Name englisch","URL der Einrichtung","Einrichtungsart","DFG Instituts ID","GRID ID","span"
"Hochschule Zittau/Görlitz","University of Applied Sciences Zittau/Görlitz","www.hszg.de","Weitere HS/FS",10494,"grid.440523.4","TRAWOS Institut für Transformation, Wohnen und soziale Raumentwicklung"
"Hochschule der Bayerischen Wirtschaft (HDBW) gGmbH","Hochschule der Bayerischen Wirtschaft (HDBW) gGmbH","www.hdbw-hochschule.de","Weitere HS/FS",270742317,,
"Hochschule der Bayerischen Wirtschaft (HDBW) gGmbH","Hochschule der Bayerischen Wirtschaft (HDBW) gGmbH","www.hdbw-hochschule.de","Weitere HS/FS",270742317,,"Fachbereich Betriebswirtschaftslehre"
"Hochschule der Bayerischen Wirtschaft (HDBW) gGmbH","Hochschule der Bayerischen Wirtschaft (HDBW) gGmbH","www.hdbw-hochschule.de","Weitere HS/FS",270742317,,"Fachbereich Maschinenbau"
"Hochschule der Bayerischen Wirtschaft (HDBW) gGmbH","Hochschule der Bayerischen Wirtschaft (HDBW) gGmbH","www.hdbw-hochschule.de","Weitere HS/FS",270742317,,"Fachbereich Wirtschaftsinformatik/Business Intelligence"
"Hochschule der Bayerischen Wirtschaft (HDBW) gGmbH","Hochschule der Bayerischen Wirtschaft (HDBW) gGmbH","www.hdbw-hochschule.de","Weitere HS/FS",270742317,,"Fachbereich Wirtschaftsingenieurwesen"
"Hochschule der Bayerischen Wirtschaft (HDBW) gGmbH","Hochschule der Bayerischen Wirtschaft (HDBW) gGmbH","www.hdbw-hochschule.de","Weitere HS/FS",270742317,,"Hochschule der Bayerischen Wirtschaft (HDBW) gGmbH in Bamberg"
"Hochschule der Bayerischen Wirtschaft (HDBW) gGmbH","Hochschule der Bayerischen Wirtschaft (HDBW) gGmbH","www.hdbw-hochschule.de","Weitere HS/FS",270742317,,"Hochschule der Bayerischen Wirtschaft (HDBW) gGmbH in München"
"Hochschule der Bayerischen Wirtschaft (HDBW) gGmbH","Hochschule der Bayerischen Wirtschaft (HDBW) gGmbH","www.hdbw-hochschule.de","Weitere HS/FS",270742317,,"Hochschule der Bayerischen Wirtschaft (HDBW) gGmbH in Traunstein"
"Hochschule der Bildenden Künste Saar","Academy for Fine Arts and Design (HBK Saar)","www.hbksaar.de/","Musik/Kunst-HS",13017,"grid.466277.6",
"Hochschule der Bildenden Künste Saar","Academy for Fine Arts and Design (HBK Saar)","www.hbksaar.de/","Musik/Kunst-HS",13017,"grid.466277.6","Lehrstuhl für Designgeschichte und Designtheorie"
"Hochschule der Bildenden Künste Saar","Academy for Fine Arts and Design (HBK Saar)","www.hbksaar.de/","Musik/Kunst-HS",13017,"grid.466277.6","xm:lab - experimental media lab"
"Hochschule der Bundesagentur für Arbeit (HdBA)","University of Applied Labour Studies of the Federal Employment Agency (HdBA)","www.hdba.de/start/","Weitere HS/FS",198368249,"grid.466212.5",
"Hochschule der Bundesagentur für Arbeit (HdBA)","University of Applied Labour Studies of the Federal Employment Agency (HdBA)","www.hdba.de/start/","Weitere HS/FS",198368249,"grid.466212.5","Campus Mannheim"
"Hochschule der Bundesagentur für Arbeit (HdBA)","University of Applied Labour Studies of the Federal Employment Agency (HdBA)","www.hdba.de/start/","Weitere HS/FS",198368249,"grid.466212.5","Campus Schwerin"
"Hochschule der Deutschen Bundesbank Hachenburg","University of Applied Sciences of the Deutsche Bundesbank Hachenburg","www.hochschule-bundesbank.de/hochschule-de","Weitere HS/FS",198619040,"grid.465948.2",
"Hochschule der Deutschen Gesetzlichen Unfallversicherung (HGU), University of Applied Sciences","Institute of German Legal Accident Insurance (HGU), University of Applied Sciences","www.dguv.de/hochschule/index.jsp","Weitere HS/FS",210685639,,
"Hochschule der Deutschen Gesetzlichen Unfallversicherung (HGU), University of Applied Sciences","Institute of German Legal Accident Insurance (HGU), University of Applied Sciences","www.dguv.de/hochschule/index.jsp","Weitere HS/FS",210685639,,"Fachbereich Mensch und Gesellschaft"
"Hochschule der Deutschen Gesetzlichen Unfallversicherung (HGU), University of Applied Sciences","Institute of German Legal Accident Insurance (HGU), University of Applied Sciences","www.dguv.de/hochschule/index.jsp","Weitere HS/FS",210685639,,"Fachbereich Recht und Verwaltung"
"Hochschule der Deutschen Gesetzlichen Unfallversicherung (HGU), University of Applied Sciences","Institute of German Legal Accident Insurance (HGU), University of Applied Sciences","www.dguv.de/hochschule/index.jsp","Weitere HS/FS",210685639,,"Fachbereich Rehabilitation und Medizin"
"Hochschule der Deutschen Gesetzlichen Unfallversicherung (HGU), University of Applied Sciences","Institute of German Legal Accident Insurance (HGU), University of Applied Sciences","www.dguv.de/hochschule/index.jsp","Weitere HS/FS",210685639,,"Fachbereich Versicherung und Organisation"
"Hochschule der Medien (HdM) Stuttgart","Media University (HdM) Stuttgart","www.hdm-stuttgart.de/","Weitere HS/FS",10070,"grid.434945.b","Bibliothek"
"Hochschule der Medien (HdM) Stuttgart","Media University (HdM) Stuttgart","www.hdm-stuttgart.de/","Weitere HS/FS",10070,"grid.434945.b","Fakultät Druck und Medien"
"Hochschule der Medien (HdM) Stuttgart","Media University (HdM) Stuttgart","www.hdm-stuttgart.de/","Weitere HS/FS",10070,"grid.434945.b","Fakultät Electronic Media"
"Hochschule der Medien (HdM) Stuttgart","Media University (HdM) Stuttgart","www.hdm-stuttgart.de/","Weitere HS/FS",10070,"grid.434945.b","Fakultät Information und Kommunikation"
"Hochschule der Medien (HdM) Stuttgart","Media University (HdM) Stuttgart","www.hdm-stuttgart.de/","Weitere HS/FS",10070,"grid.434945.b","Institut für Digitale Ethik (IDE)"
"Hochschule der Polizei Rheinland-Pfalz / Landespolizeischule","Rhineland-Palatinate Police University / State Police Academy","www.polizei.rlp.de/de/die-polizei/dienststellen/hochschule-der-polizei-rheinland-pfalz","Weitere HS/FS",385542531,,
"Hochschule der Sparkassen-Finanzgruppe","University of Applied Sciences of the Sparkassen-Financial Group  - Bonn","www.s-hochschule.de/","Weitere HS/FS",981498,,
"Hochschule der Sächsischen Polizei (FH)","University of Applied Police Sciences Saxony","www.polizei.sachsen.de/de/polfh.htm","Weitere HS/FS",20928150,"grid.466318.e",
"Hochschule der Sächsischen Polizei (FH)","University of Applied Police Sciences Saxony","www.polizei.sachsen.de/de/polfh.htm","Weitere HS/FS",20928150,"grid.466318.e","Fachbereich I: Polizeiliches Management"
"Hochschule der Sächsischen Polizei (FH)","University of Applied Police Sciences Saxony","www.polizei.sachsen.de/de/polfh.htm","Weitere HS/FS",20928150,"grid.466318.e","Fachbereich II: Recht, Sozialwissenschaften, Sprachen"
"Hochschule der Wirtschaft für Management gGmbH","University of Applied Sciences for Business and Management (HdWM)","www.hdwm.de","Weitere HS/FS",233235700,,
"Hochschule der bildenden Künste (HBK) Essen","University of Fine Arts (HBK) Essen","www.hbk-essen.de/","Musik/Kunst-HS",270920872,,
"Hochschule des Bundes für öffentliche Verwaltung","Federal University of Applied Sciences for Public Administration","www.hsbund.de/DE/00_Home/home-node.html","Weitere HS/FS",14720997,"grid.466388.7",
"Hochschule des Bundes für öffentliche Verwaltung","Federal University of Applied Sciences for Public Administration","www.hsbund.de/DE/00_Home/home-node.html","Weitere HS/FS",14720997,"grid.466388.7","Fachbereich Allgemeine Innere Verwaltung"
"Hochschule des Bundes für öffentliche Verwaltung","Federal University of Applied Sciences for Public Administration","www.hsbund.de/DE/00_Home/home-node.html","Weitere HS/FS",14720997,"grid.466388.7","Fachbereich Auswärtige Angelegenheiten"
"Hochschule des Bundes für öffentliche Verwaltung","Federal University of Applied Sciences for Public Administration","www.hsbund.de/DE/00_Home/home-node.html","Weitere HS/FS",14720997,"grid.466388.7","Fachbereich Bundespolizei"
"Hochschule des Bundes für öffentliche Verwaltung","Federal University of Applied Sciences for Public Administration","www.hsbund.de/DE/00_Home/home-node.html","Weitere HS/FS",14720997,"grid.466388.7","Fachbereich Bundeswehrverwaltung"
"Hochschule des Bundes für öffentliche Verwaltung","Federal University of Applied Sciences for Public Administration","www.hsbund.de/DE/00_Home/home-node.html","Weitere HS/FS",14720997,"grid.466388.7","Fachbereich Finanzen"
"Hochschule des Bundes für öffentliche Verwaltung","Federal University of Applied Sciences for Public Administration","www.hsbund.de/DE/00_Home/home-node.html","Weitere HS/FS",14720997,"grid.466388.7","Fachbereich Kriminalpolizei"
"Hochschule des Bundes für öffentliche Verwaltung","Federal University of Applied Sciences for Public Administration","www.hsbund.de/DE/00_Home/home-node.html","Weitere HS/FS",14720997,"grid.466388.7","Fachbereich Landwirtschaftliche Sozialversicherung"
"Hochschule des Bundes für öffentliche Verwaltung","Federal University of Applied Sciences for Public Administration","www.hsbund.de/DE/00_Home/home-node.html","Weitere HS/FS",14720997,"grid.466388.7","Fachbereich Nachrichtendienste"
"Hochschule des Bundes für öffentliche Verwaltung","Federal University of Applied Sciences for Public Administration","www.hsbund.de/DE/00_Home/home-node.html","Weitere HS/FS",14720997,"grid.466388.7","Fachbereich Sozialversicherung"
"Hochschule des Bundes für öffentliche Verwaltung","Federal University of Applied Sciences for Public Administration","www.hsbund.de/DE/00_Home/home-node.html","Weitere HS/FS",14720997,"grid.466388.7","Fachbereich Wetterdienst"
"Hochschule des Bundes für öffentliche Verwaltung","Federal University of Applied Sciences for Public Administration","www.hsbund.de/DE/00_Home/home-node.html","Weitere HS/FS",14720997,"grid.466388.7","Zentralbibliothek"
"Hochschule für Angewandte Sprachen SDI München","SDI - University of Applied Languages","www.sdi-muenchen.de/hochschule/","Weitere HS/FS",198523000,,
"Hochschule für Angewandte Sprachen SDI München","SDI - University of Applied Languages","www.sdi-muenchen.de/hochschule/","Weitere HS/FS",198523000,,"Fachbereich Internationale Medienkommunikation"
"Hochschule für Angewandte Sprachen SDI München","SDI - University of Applied Languages","www.sdi-muenchen.de/hochschule/","Weitere HS/FS",198523000,,"Fachbereich Internationale Wirtschaftskommunikation"
"Hochschule für Angewandte Sprachen SDI München","SDI - University of Applied Languages","www.sdi-muenchen.de/hochschule/","Weitere HS/FS",198523000,,"Fachbereich Translation"
"Hochschule für Angewandte Wissenschaften Europa","University of Applied Sciences Europe","www.ue-germany.com","Weitere HS/FS",401747057,"grid.466374.4","Berliner Technische Kunsthochschule (btk)
 Hochschule für Gestaltung"
"Hochschule für Angewandte Wissenschaften Europa","University of Applied Sciences Europe","www.ue-germany.com","Weitere HS/FS",401747057,"grid.466374.4","BiTS, Business and Information Technology School GmbH Iserlohn"
"Hochschule für Angewandte Wissenschaften Europa","University of Applied Sciences Europe","www.ue-germany.com","Weitere HS/FS",401747057,"grid.466374.4","Campus Berlin"
"Hochschule für Angewandte Wissenschaften Hamburg","Hamburg University of Applied Sciences","www.haw-hamburg.de/","Weitere HS/FS",13047,"grid.11500.35",
"Hochschule für Angewandte Wissenschaften Hamburg","Hamburg University of Applied Sciences","www.haw-hamburg.de/","Weitere HS/FS",13047,"grid.11500.35","Fakultät Design, Medien und Information"
"Hochschule für Angewandte Wissenschaften Hamburg","Hamburg University of Applied Sciences","www.haw-hamburg.de/","Weitere HS/FS",13047,"grid.11500.35","Fakultät Life Sciences"
"Hochschule für Angewandte Wissenschaften Hamburg","Hamburg University of Applied Sciences","www.haw-hamburg.de/","Weitere HS/FS",13047,"grid.11500.35","Fakultät Technik und Informatik"
"Hochschule für Angewandte Wissenschaften Hamburg","Hamburg University of Applied Sciences","www.haw-hamburg.de/","Weitere HS/FS",13047,"grid.11500.35","Fakultät Wirtschaft und Soziales"
"Hochschule für Bildende Künste - Städelschule","College of Fine Arts - Städelschule","www.staedelschule.de","Musik/Kunst-HS",12954,,
"Hochschule für Bildende Künste Braunschweig","Braunschweig University of Art","www.hbk-bs.de","Musik/Kunst-HS",10251,"grid.461648.9","Arbeitsstelle CAD / CAM und Instruktionsdesign"
"Hochschule für Bildende Künste Braunschweig","Braunschweig University of Art","www.hbk-bs.de","Musik/Kunst-HS",10251,"grid.461648.9","Fachkommission Gestaltung"
"Hochschule für Bildende Künste Braunschweig","Braunschweig University of Art","www.hbk-bs.de","Musik/Kunst-HS",10251,"grid.461648.9","Institut für Kunstwissenschaft"
"Hochschule für Bildende Künste Braunschweig","Braunschweig University of Art","www.hbk-bs.de","Musik/Kunst-HS",10251,"grid.461648.9","Institut für Medienforschung (IMF)"
"Hochschule für Bildende Künste Braunschweig","Braunschweig University of Art","www.hbk-bs.de","Musik/Kunst-HS",10251,"grid.461648.9","Institut für Transportation Design (ITD)"
"Hochschule für Bildende Künste Braunschweig","Braunschweig University of Art","www.hbk-bs.de","Musik/Kunst-HS",10251,"grid.461648.9","Studiengang Kommunikationsdesign"
"Hochschule für Bildende Künste Dresden","Dresden College of Fine Arts","www.hfbk-dresden.de","Musik/Kunst-HS",12950,"grid.462289.3",
"Hochschule für Bildende Künste Dresden","Dresden College of Fine Arts","www.hfbk-dresden.de","Musik/Kunst-HS",12950,"grid.462289.3","Aufbaustudiengang KunstTherapie"
"Hochschule für Bildende Künste Dresden","Dresden College of Fine Arts","www.hfbk-dresden.de","Musik/Kunst-HS",12950,"grid.462289.3","Bibliothek"
"Hochschule für Bildende Künste Dresden","Dresden College of Fine Arts","www.hfbk-dresden.de","Musik/Kunst-HS",12950,"grid.462289.3","Lehrgebiet Philosophie/Ästhetik"
"Hochschule für Bildende Künste Dresden","Dresden College of Fine Arts","www.hfbk-dresden.de","Musik/Kunst-HS",12950,"grid.462289.3","Studiengang Kunsttechnologie, Konservierung und Restaurierung von Kunst- und Kulturgut"
"Hochschule für Bildende Künste Hamburg","Hamburg College of Fine Arts","www.hfbk-hamburg.de/de/","Musik/Kunst-HS",12958,"grid.462286.c",
"Hochschule für Fernsehen und Film München","Munich Academy of Television and Film","www.hff-muenchen.de/","Musik/Kunst-HS",12989,"grid.449690.6",
"Hochschule für Fernsehen und Film München","Munich Academy of Television and Film","www.hff-muenchen.de/","Musik/Kunst-HS",12989,"grid.449690.6","Abteilung I - Medienwissenschaft"
"Hochschule für Fernsehen und Film München","Munich Academy of Television and Film","www.hff-muenchen.de/","Musik/Kunst-HS",12989,"grid.449690.6","Abteilung II - Technik"
"Hochschule für Fernsehen und Film München","Munich Academy of Television and Film","www.hff-muenchen.de/","Musik/Kunst-HS",12989,"grid.449690.6","Abteilung III - Kino- und Fernsehfilm"
"Hochschule für Fernsehen und Film München","Munich Academy of Television and Film","www.hff-muenchen.de/","Musik/Kunst-HS",12989,"grid.449690.6","Abteilung IV - Dokumentarfilm und Fernsehpublizistik"
"Hochschule für Fernsehen und Film München","Munich Academy of Television and Film","www.hff-muenchen.de/","Musik/Kunst-HS",12989,"grid.449690.6","Abteilung V - Produktion und Medienwirtschaft"
"Hochschule für Fernsehen und Film München","Munich Academy of Television and Film","www.hff-muenchen.de/","Musik/Kunst-HS",12989,"grid.449690.6","Abteilung VI - Drehbuch"
"Hochschule für Fernsehen und Film München","Munich Academy of Television and Film","www.hff-muenchen.de/","Musik/Kunst-HS",12989,"grid.449690.6","Abteilung VII - Kamera"
"Hochschule für Finanzen Rheinland-Pfalz","College of Finance Rhineland-Palatinate","landesfinanzschule-edenkoben.fin-rlp.de/startseite/","Weitere HS/FS",210905181,"grid.466296.9",
"Hochschule für Forstwirtschaft Rottenburg","University of Applied Forest Sciences Rottenburg","www.hs-rottenburg.net/startseite/","Weitere HS/FS",13035,"grid.449500.c",
"Hochschule für Forstwirtschaft Rottenburg","University of Applied Forest Sciences Rottenburg","www.hs-rottenburg.net/startseite/","Weitere HS/FS",13035,"grid.449500.c","Institut für Angewandte Forschung (IAF)"
"Hochschule für Forstwirtschaft Rottenburg","University of Applied Forest Sciences Rottenburg","www.hs-rottenburg.net/startseite/","Weitere HS/FS",13035,"grid.449500.c","Masterstudiengang SENCE"
"Hochschule für Gestaltung Offenbach","Offenbach College of Design","www.hfg-offenbach.de","Musik/Kunst-HS",13109,"grid.466126.1",
"Hochschule für Gestaltung Offenbach","Offenbach College of Design","www.hfg-offenbach.de","Musik/Kunst-HS",13109,"grid.466126.1","Bibliothek"
"Hochschule für Gestaltung Offenbach","Offenbach College of Design","www.hfg-offenbach.de","Musik/Kunst-HS",13109,"grid.466126.1","Fachbereich Design"
"Hochschule für Gestaltung Offenbach","Offenbach College of Design","www.hfg-offenbach.de","Musik/Kunst-HS",13109,"grid.466126.1","Fachbereich Kunst"
"Hochschule für Gestaltung Schwäbisch Gmünd","Schwäbisch Gmünd College of Design","www.hfg-gmuend.de","Weitere HS/FS",13100,"grid.466226.2",
"Hochschule für Gesundheit","University of Applied Sciences for Health","www.hs-gesundheit.de","Weitere HS/FS",183450416,"grid.466372.2",
"Hochschule für Gesundheit","University of Applied Sciences for Health","www.hs-gesundheit.de","Weitere HS/FS",183450416,"grid.466372.2","Department für Angewandte Gesundheitswissenschaften"
